CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
322,322,4,QuickSend,1,Centro Norte,3,Entregado,2024-04-06,2024-05-23
323,323,1,FastDelivery,2,Centro Sur,3,Entregado,2024-02-09,2024-05-12
324,324,3,GlobalCourier,5,Centro Central,3,Entregado,2024-10-28,2024-11-04
325,325,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-08-22,2024-10-19
326,326,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-05-12,2024-10-18
327,327,1,FastDelivery,1,Centro Norte,1,En preparación,2024-06-13,2024-06-27
328,328,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-01-07,2024-01-08
329,329,5,ShipPro,5,Centro Central,2,En tránsito,2024-05-02,2024-07-04
330,330,5,ShipPro,3,Centro Oeste,3,Entregado,2024-03-12,2024-07-10
331,331,5,ShipPro,1,Centro Norte,3,Entregado,2024-03-23,2024-07-21
332,332,2,ExpressShip,4,Centro Este,2,En tránsito,2024-09-16,2024-09-30
333,333,2,ExpressShip,2,Centro Sur,1,En preparación,2024-07-19,2024-08-14
334,334,5,ShipPro,1,Centro Norte,2,En tránsito,2024-07-28,2024-09-26
335,335,5,ShipPro,4,Centro Este,2,En tránsito,2024-08-27,2024-10-17
336,336,1,FastDelivery,5,Centro Central,3,Entregado,2024-06-30,2024-11-06
337,337,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-03-27,2024-09-06
338,338,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-05-29,2024-10-16
339,339,5,ShipPro,4,Centro Este,2,En tránsito,2024-05-09,2024-07-05
340,340,1,FastDelivery,4,Centro Este,4,Devuelto,2024-02-23,2024-05-22
341,341,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-03-21,2024-11-04
342,342,4,QuickSend,4,Centro Este,1,En preparación,2024-10-21,2024-11-06
343,343,2,ExpressShip,4,Centro Este,2,En tránsito,2024-08-05,2024-10-13
344,344,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-05-23,2024-08-09
345,345,1,FastDelivery,2,Centro Sur,1,En preparación,2024-05-16,2024-07-16
346,346,1,FastDelivery,2,Centro Sur,1,En preparación,2024-03-16,2024-07-11
347,347,5,ShipPro,3,Centro Oeste,1,En preparación,2024-02-17,2024-08-03
348,348,1,FastDelivery,2,Centro Sur,1,En preparación,2024-05-12,2024-06-17
349,349,2,ExpressShip,5,Centro Central,3,Entregado,2024-04-29,2024-07-11
350,350,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-06-20,2024-10-02
351,351,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-10-26,2024-11-04
352,352,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-11-06,2024-11-08
353,353,5,ShipPro,3,Centro Oeste,3,Entregado,2024-05-18,2024-07-30
354,354,5,ShipPro,4,Centro Este,2,En tránsito,2024-06-08,2024-11-11
355,355,4,QuickSend,1,Centro Norte,4,Devuelto,2024-07-07,2024-07-13
356,356,2,ExpressShip,5,Centro Central,1,En preparación,2024-09-14,2024-10-06
357,357,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-03-04,2024-08-22
358,358,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-11-15,2024-11-18
359,359,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-08-22,2024-11-11
360,360,1,FastDelivery,1,Centro Norte,3,Entregado,2024-09-04,2024-11-11
361,361,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-01-31,2024-06-17
362,362,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-01-28,2024-02-03
363,363,5,ShipPro,5,Centro Central,2,En tránsito,2024-01-18,2024-11-11
364,364,1,FastDelivery,5,Centro Central,1,En preparación,2024-03-07,2024-03-25
365,365,1,FastDelivery,4,Centro Este,3,Entregado,2024-06-30,2024-08-03
366,366,3,GlobalCourier,4,Centro Este,1,En preparación,2024-05-19,2024-10-25
367,367,4,QuickSend,2,Centro Sur,1,En preparación,2024-08-30,2024-09-28
368,368,4,QuickSend,5,Centro Central,3,Entregado,2024-11-18,2024-11-18
369,369,4,QuickSend,5,Centro Central,1,En preparación,2024-05-07,2024-06-06
370,370,1,FastDelivery,5,Centro Central,2,En tránsito,2024-06-29,2024-07-03
371,371,4,QuickSend,1,Centro Norte,2,En tránsito,2024-09-29,2024-11-13
372,372,5,ShipPro,2,Centro Sur,3,Entregado,2024-02-12,2024-08-14
373,373,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-10-24,2024-11-13
374,374,3,GlobalCourier,4,Centro Este,1,En preparación,2024-08-25,2024-09-14
375,375,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-06-05,2024-09-19
376,376,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-05-28,2024-09-21
377,377,2,ExpressShip,5,Centro Central,4,Devuelto,2024-01-03,2024-07-23
378,378,4,QuickSend,1,Centro Norte,4,Devuelto,2024-07-06,2024-10-11
379,379,5,ShipPro,2,Centro Sur,1,En preparación,2024-09-12,2024-09-28
380,380,4,QuickSend,3,Centro Oeste,3,Entregado,2024-05-22,2024-10-18
381,381,2,ExpressShip,2,Centro Sur,1,En preparación,2024-07-09,2024-10-19
382,382,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-06-08,2024-11-03
383,383,3,GlobalCourier,4,Centro Este,1,En preparación,2024-02-29,2024-09-25
384,384,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-04-28,2024-08-04
385,385,4,QuickSend,1,Centro Norte,2,En tránsito,2024-03-28,2024-11-17
386,386,2,ExpressShip,1,Centro Norte,3,Entregado,2024-06-21,2024-09-17
387,387,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-06-14,2024-09-21
388,388,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-06-20,2024-09-26
389,389,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-09-29,2024-11-14
390,390,4,QuickSend,2,Centro Sur,2,En tránsito,2024-11-11,2024-11-15
391,391,4,QuickSend,5,Centro Central,1,En preparación,2024-07-11,2024-09-09
392,392,4,QuickSend,2,Centro Sur,2,En tránsito,2024-04-13,2024-08-27
393,393,1,FastDelivery,2,Centro Sur,3,Entregado,2024-05-11,2024-06-17
394,394,4,QuickSend,1,Centro Norte,1,En preparación,2024-10-02,2024-11-02
395,395,1,FastDelivery,2,Centro Sur,1,En preparación,2024-08-07,2024-09-05
396,396,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-02-17,2024-06-02
397,397,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-01-26,2024-08-19
398,398,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-03-31,2024-04-03
399,399,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-03-23,2024-05-22
400,400,4,QuickSend,2,Centro Sur,2,En tránsito,2024-09-13,2024-09-29
401,401,2,ExpressShip,5,Centro Central,2,En tránsito,2024-01-02,2024-02-05
402,402,2,ExpressShip,5,Centro Central,2,En tránsito,2024-10-08,2024-11-12
403,403,1,FastDelivery,2,Centro Sur,3,Entregado,2024-04-12,2024-05-24
404,404,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-02-26,2024-06-08
405,405,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-01-03,2024-09-13
406,406,2,ExpressShip,4,Centro Este,4,Devuelto,2024-07-15,2024-11-16
407,407,4,QuickSend,3,Centro Oeste,1,En preparación,2024-04-12,2024-10-06
408,408,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-06-01,2024-09-23
409,409,2,ExpressShip,5,Centro Central,3,Entregado,2024-06-27,2024-09-21
410,410,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-08-31,2024-10-29
411,411,2,ExpressShip,4,Centro Este,1,En preparación,2024-05-29,2024-08-25
412,412,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-03-17,2024-11-03
413,413,5,ShipPro,3,Centro Oeste,3,Entregado,2024-09-29,2024-11-11
414,414,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-08-24,2024-11-06
415,415,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-10-16,2024-11-06
416,416,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-06-12,2024-06-15
417,417,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-02-09,2024-09-28
418,418,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-03-01,2024-08-17
419,419,4,QuickSend,2,Centro Sur,2,En tránsito,2024-05-27,2024-08-19
420,420,1,FastDelivery,4,Centro Este,3,Entregado,2024-04-15,2024-09-03
421,421,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-02-06,2024-09-01
422,422,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-08-31,2024-10-31
423,423,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-09-12,2024-10-11
424,424,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-06-30,2024-10-28
425,425,3,GlobalCourier,4,Centro Este,1,En preparación,2024-02-09,2024-05-14
426,426,3,GlobalCourier,4,Centro Este,3,Entregado,2024-09-30,2024-10-29
427,427,5,ShipPro,1,Centro Norte,3,Entregado,2024-07-14,2024-10-20
428,428,2,ExpressShip,4,Centro Este,3,Entregado,2024-10-20,2024-11-11
429,429,5,ShipPro,4,Centro Este,2,En tránsito,2024-06-16,2024-11-09
430,430,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-11-01,2024-11-15
431,431,5,ShipPro,3,Centro Oeste,3,Entregado,2024-10-18,2024-10-28
432,432,1,FastDelivery,5,Centro Central,3,Entregado,2024-04-15,2024-08-28
433,433,1,FastDelivery,4,Centro Este,2,En tránsito,2024-05-02,2024-06-26
434,434,2,ExpressShip,1,Centro Norte,3,Entregado,2024-04-08,2024-07-14
435,435,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-01-28,2024-02-23
436,436,1,FastDelivery,5,Centro Central,1,En preparación,2024-06-18,2024-07-21
437,437,1,FastDelivery,2,Centro Sur,3,Entregado,2024-04-09,2024-06-05
438,438,2,ExpressShip,5,Centro Central,2,En tránsito,2024-08-29,2024-10-19
439,439,5,ShipPro,4,Centro Este,4,Devuelto,2024-05-04,2024-05-06
440,440,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-03-21,2024-07-19
441,441,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-08-08,2024-10-13
442,442,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-06-19,2024-07-20
443,443,5,ShipPro,2,Centro Sur,4,Devuelto,2024-04-29,2024-10-05
444,444,1,FastDelivery,5,Centro Central,3,Entregado,2024-04-09,2024-08-20
445,445,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-07-14,2024-08-19
446,446,2,ExpressShip,5,Centro Central,1,En preparación,2024-04-07,2024-05-25
447,447,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-10-30,2024-11-07
448,448,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-05-02,2024-06-07
449,449,3,GlobalCourier,5,Centro Central,3,Entregado,2024-03-30,2024-08-04
450,450,1,FastDelivery,4,Centro Este,1,En preparación,2024-03-04,2024-08-08
451,451,5,ShipPro,1,Centro Norte,4,Devuelto,2024-07-03,2024-09-01
452,452,2,ExpressShip,4,Centro Este,4,Devuelto,2024-06-16,2024-10-07
453,453,5,ShipPro,5,Centro Central,4,Devuelto,2024-10-04,2024-10-12
454,454,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-10-08,2024-10-18
455,455,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-08-05,2024-09-06
456,456,3,GlobalCourier,4,Centro Este,3,Entregado,2024-09-15,2024-10-11
457,457,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-09-08,2024-10-04
458,458,5,ShipPro,2,Centro Sur,4,Devuelto,2024-03-23,2024-06-02
459,459,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-01-11,2024-08-01
460,460,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-10-23,2024-11-18
461,461,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-07-07,2024-10-25
462,462,1,FastDelivery,2,Centro Sur,1,En preparación,2024-09-13,2024-10-01
463,463,1,FastDelivery,5,Centro Central,3,Entregado,2024-08-07,2024-09-19
464,464,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-03-09,2024-10-07
465,465,2,ExpressShip,4,Centro Este,4,Devuelto,2024-06-14,2024-07-19
466,466,5,ShipPro,2,Centro Sur,3,Entregado,2024-07-21,2024-08-21
467,467,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-01-19,2024-02-08
468,468,2,ExpressShip,2,Centro Sur,1,En preparación,2024-04-09,2024-06-22
469,469,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-07-21,2024-10-02
470,470,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-02-23,2024-07-26
471,471,4,QuickSend,1,Centro Norte,2,En tránsito,2024-11-13,2024-11-18
472,472,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-05-24,2024-07-27
473,473,5,ShipPro,5,Centro Central,4,Devuelto,2024-07-08,2024-08-10
474,474,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-10-17,2024-10-29
475,475,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-08-31,2024-09-25
476,476,5,ShipPro,2,Centro Sur,3,Entregado,2024-10-26,2024-11-12
477,477,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-06-10,2024-07-24
478,478,1,FastDelivery,5,Centro Central,3,Entregado,2024-10-18,2024-10-28
479,479,4,QuickSend,1,Centro Norte,3,Entregado,2024-10-16,2024-11-14
480,480,4,QuickSend,2,Centro Sur,1,En preparación,2024-01-08,2024-08-31
481,481,5,ShipPro,5,Centro Central,2,En tránsito,2024-06-13,2024-11-16
482,482,4,QuickSend,3,Centro Oeste,1,En preparación,2024-10-05,2024-10-08
483,483,2,ExpressShip,5,Centro Central,2,En tránsito,2024-02-16,2024-10-07
484,484,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-10-23,2024-11-11
485,485,5,ShipPro,4,Centro Este,2,En tránsito,2024-11-16,2024-11-17
486,486,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-07-14,2024-10-17
487,487,4,QuickSend,5,Centro Central,2,En tránsito,2024-01-15,2024-10-12
488,488,2,ExpressShip,4,Centro Este,1,En preparación,2024-11-04,2024-11-10
489,489,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-03-22,2024-05-20
490,490,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-01-05,2024-09-17
491,491,5,ShipPro,5,Centro Central,4,Devuelto,2024-05-12,2024-08-04
492,492,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-06-05,2024-08-11
493,493,1,FastDelivery,4,Centro Este,3,Entregado,2024-06-19,2024-09-26
494,494,5,ShipPro,1,Centro Norte,2,En tránsito,2024-02-23,2024-03-29
495,495,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-03-14,2024-05-08
496,496,4,QuickSend,4,Centro Este,2,En tránsito,2024-10-16,2024-10-19
497,497,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-04-30,2024-08-27
498,498,5,ShipPro,2,Centro Sur,2,En tránsito,2024-03-15,2024-10-20
499,499,5,ShipPro,1,Centro Norte,1,En preparación,2024-04-16,2024-06-11
500,500,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-03-17,2024-09-04
501,501,5,ShipPro,1,Centro Norte,3,Entregado,2024-09-22,2024-11-12
502,502,4,QuickSend,1,Centro Norte,3,Entregado,2024-06-12,2024-10-23
503,503,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-03-12,2024-07-16
504,504,5,ShipPro,1,Centro Norte,3,Entregado,2024-07-07,2024-08-25
505,505,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-10-23,2024-11-17
506,506,5,ShipPro,1,Centro Norte,2,En tránsito,2024-05-09,2024-11-04
507,507,4,QuickSend,5,Centro Central,2,En tránsito,2024-02-25,2024-07-20
508,508,4,QuickSend,4,Centro Este,3,Entregado,2024-02-25,2024-03-23
509,509,5,ShipPro,3,Centro Oeste,1,En preparación,2024-10-28,2024-11-03
510,510,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-08-16,2024-11-14
511,511,4,QuickSend,1,Centro Norte,4,Devuelto,2024-02-04,2024-10-24
512,512,4,QuickSend,2,Centro Sur,4,Devuelto,2024-08-28,2024-10-24
513,513,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-04-09,2024-08-02
514,514,4,QuickSend,1,Centro Norte,4,Devuelto,2024-04-15,2024-06-27
515,515,2,ExpressShip,2,Centro Sur,1,En preparación,2024-02-08,2024-11-02
516,516,5,ShipPro,1,Centro Norte,2,En tránsito,2024-01-14,2024-08-08
517,517,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-05-06,2024-07-27
518,518,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-01-25,2024-03-19
519,519,4,QuickSend,1,Centro Norte,4,Devuelto,2024-04-14,2024-04-23
520,520,4,QuickSend,1,Centro Norte,1,En preparación,2024-04-29,2024-11-02
521,521,2,ExpressShip,4,Centro Este,4,Devuelto,2024-03-01,2024-04-14
522,522,5,ShipPro,1,Centro Norte,3,Entregado,2024-04-25,2024-07-09
523,523,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-11-09,2024-11-17
524,524,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-01-15,2024-09-10
525,525,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-06-15,2024-11-09
526,526,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-07-10,2024-10-19
527,527,4,QuickSend,2,Centro Sur,4,Devuelto,2024-07-05,2024-10-22
528,528,5,ShipPro,4,Centro Este,1,En preparación,2024-08-26,2024-09-11
529,529,4,QuickSend,4,Centro Este,2,En tránsito,2024-10-29,2024-10-30
530,530,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-08-24,2024-09-12
531,531,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-04-05,2024-05-09
532,532,2,ExpressShip,4,Centro Este,4,Devuelto,2024-03-09,2024-07-17
533,533,1,FastDelivery,4,Centro Este,4,Devuelto,2024-02-14,2024-08-06
534,534,2,ExpressShip,2,Centro Sur,3,Entregado,2024-08-24,2024-10-09
535,535,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-10-18,2024-11-04
536,536,2,ExpressShip,2,Centro Sur,3,Entregado,2024-04-17,2024-08-19
537,537,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-03-20,2024-06-17
538,538,5,ShipPro,3,Centro Oeste,1,En preparación,2024-05-29,2024-06-11
539,539,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-10-20,2024-11-14
540,540,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-02-03,2024-03-03
541,541,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-07-16,2024-11-01
542,542,4,QuickSend,5,Centro Central,4,Devuelto,2024-02-07,2024-05-27
543,543,1,FastDelivery,5,Centro Central,1,En preparación,2024-05-19,2024-06-27
544,544,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-10-22,2024-11-12
545,545,2,ExpressShip,2,Centro Sur,1,En preparación,2024-05-24,2024-09-18
546,546,2,ExpressShip,3,Centro Oeste,3,Entregado,2024-01-22,2024-09-30
547,547,3,GlobalCourier,4,Centro Este,1,En preparación,2024-02-07,2024-09-28
548,548,1,FastDelivery,4,Centro Este,4,Devuelto,2024-04-29,2024-08-24
549,549,2,ExpressShip,4,Centro Este,4,Devuelto,2024-01-07,2024-01-30
550,550,1,FastDelivery,5,Centro Central,1,En preparación,2024-02-29,2024-04-24
551,551,5,ShipPro,5,Centro Central,2,En tránsito,2024-02-29,2024-04-12
552,552,5,ShipPro,2,Centro Sur,1,En preparación,2024-06-11,2024-08-29
553,553,5,ShipPro,4,Centro Este,3,Entregado,2024-05-15,2024-09-08
554,554,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-06-30,2024-07-01
555,555,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-10-30,2024-11-04
556,556,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-04-15,2024-09-25
557,557,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-06-19,2024-10-07
558,558,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-08-18,2024-11-17
559,559,4,QuickSend,3,Centro Oeste,1,En preparación,2024-02-29,2024-05-31
560,560,4,QuickSend,4,Centro Este,1,En preparación,2024-05-15,2024-10-02
561,561,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-11-14,2024-11-15
562,562,3,GlobalCourier,4,Centro Este,1,En preparación,2024-10-23,2024-11-14
563,563,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-06-10,2024-10-31
564,564,1,FastDelivery,4,Centro Este,4,Devuelto,2024-11-01,2024-11-17
565,565,2,ExpressShip,5,Centro Central,2,En tránsito,2024-03-29,2024-09-22
566,566,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-03-16,2024-05-04
567,567,4,QuickSend,1,Centro Norte,2,En tránsito,2024-07-22,2024-09-05
568,568,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-11-03,2024-11-16
569,569,1,FastDelivery,4,Centro Este,2,En tránsito,2024-03-24,2024-03-30
570,570,4,QuickSend,5,Centro Central,1,En preparación,2024-07-04,2024-09-21
571,571,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-11-10,2024-11-16
572,572,1,FastDelivery,5,Centro Central,2,En tránsito,2024-04-24,2024-09-27
573,573,1,FastDelivery,4,Centro Este,4,Devuelto,2024-06-28,2024-08-08
574,574,2,ExpressShip,4,Centro Este,2,En tránsito,2024-06-22,2024-07-15
575,575,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-05-28,2024-10-07
576,576,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-09-20,2024-11-01
577,577,4,QuickSend,5,Centro Central,3,Entregado,2024-10-23,2024-10-24
578,578,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-03-23,2024-05-07
579,579,3,GlobalCourier,5,Centro Central,3,Entregado,2024-01-02,2024-06-24
580,580,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-05-20,2024-09-16
581,581,3,GlobalCourier,4,Centro Este,1,En preparación,2024-10-17,2024-10-28
582,582,1,FastDelivery,5,Centro Central,4,Devuelto,2024-03-18,2024-03-18
583,583,2,ExpressShip,1,Centro Norte,3,Entregado,2024-05-04,2024-11-10
584,584,4,QuickSend,1,Centro Norte,4,Devuelto,2024-09-11,2024-10-26
585,585,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-06-30,2024-11-04
586,586,5,ShipPro,4,Centro Este,3,Entregado,2024-03-30,2024-08-15
587,587,2,ExpressShip,5,Centro Central,3,Entregado,2024-06-24,2024-09-06
588,588,5,ShipPro,1,Centro Norte,3,Entregado,2024-08-13,2024-09-24
589,589,4,QuickSend,5,Centro Central,2,En tránsito,2024-06-11,2024-10-14
590,590,4,QuickSend,5,Centro Central,2,En tránsito,2024-08-03,2024-10-18
591,591,5,ShipPro,1,Centro Norte,4,Devuelto,2024-06-04,2024-11-16
592,592,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-02-03,2024-02-19
593,593,4,QuickSend,2,Centro Sur,3,Entregado,2024-04-26,2024-07-16
594,594,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-07-18,2024-11-03
595,595,5,ShipPro,1,Centro Norte,1,En preparación,2024-03-07,2024-04-06
596,596,5,ShipPro,5,Centro Central,4,Devuelto,2024-04-15,2024-11-07
597,597,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-04-02,2024-08-02
598,598,1,FastDelivery,2,Centro Sur,3,Entregado,2024-10-21,2024-11-05
599,599,2,ExpressShip,2,Centro Sur,1,En preparación,2024-05-13,2024-05-13
600,600,3,GlobalCourier,5,Centro Central,3,Entregado,2024-09-04,2024-09-16
601,601,5,ShipPro,1,Centro Norte,1,En preparación,2024-07-09,2024-08-23
602,602,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-04-10,2024-07-01
603,603,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-11-06,2024-11-14
604,604,5,ShipPro,4,Centro Este,1,En preparación,2024-05-23,2024-11-16
605,605,2,ExpressShip,2,Centro Sur,3,Entregado,2024-02-10,2024-11-10
606,606,5,ShipPro,1,Centro Norte,4,Devuelto,2024-08-13,2024-10-09
607,607,4,QuickSend,2,Centro Sur,1,En preparación,2024-07-25,2024-08-15
608,608,2,ExpressShip,4,Centro Este,3,Entregado,2024-06-10,2024-11-09
609,609,1,FastDelivery,4,Centro Este,4,Devuelto,2024-06-06,2024-06-14
610,610,5,ShipPro,1,Centro Norte,2,En tránsito,2024-07-19,2024-11-01
611,611,1,FastDelivery,4,Centro Este,2,En tránsito,2024-03-01,2024-04-10
612,612,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-10-25,2024-11-10
613,613,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-01-28,2024-04-13
614,614,5,ShipPro,1,Centro Norte,3,Entregado,2024-05-04,2024-10-28
615,615,2,ExpressShip,4,Centro Este,3,Entregado,2024-01-09,2024-08-27
616,616,1,FastDelivery,5,Centro Central,1,En preparación,2024-06-23,2024-07-20
617,617,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-08-07,2024-10-05
618,618,4,QuickSend,4,Centro Este,1,En preparación,2024-09-12,2024-10-26
619,619,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-04-18,2024-11-06
620,620,4,QuickSend,4,Centro Este,1,En preparación,2024-07-31,2024-10-27
621,621,5,ShipPro,2,Centro Sur,4,Devuelto,2024-08-05,2024-10-08
622,622,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-01-24,2024-01-26
623,623,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-02-15,2024-07-10
624,624,2,ExpressShip,4,Centro Este,4,Devuelto,2024-08-25,2024-09-06
625,625,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-02-22,2024-07-18
